,teamID,yearID,medianERA,pitcherAverageAge
1597,MIN,2012,5.0,28.32
1598,MIN,2013,4.0,28.26086956521739
1599,MIN,2014,4.0,29.043478260869566
1600,MIN,2015,4.0,29.416666666666668
1601,MIN,2016,5.0,28.413793103448278
1602,MIN,2017,5.0,29.083333333333332
1603,MIN,2018,4.5,28.794117647058822
1604,MIN,2019,4.0,27.741935483870968
1605,MIN,2020,3.0,29.708333333333332
1606,MIN,2021,4.0,29.4
1607,ML1,1953,3.0,27.307692307692307
1608,ML1,1954,3.0,27.076923076923077
1609,ML1,1955,4.0,26.866666666666667
1610,ML1,1956,3.0,28.5
1611,ML1,1957,3.0,28.428571428571427
1612,ML1,1958,3.0,29.307692307692307
1613,ML1,1959,4.0,28.727272727272727
1614,ML1,1960,4.0,28.5
1615,ML1,1961,4.0,28.5625
1616,ML1,1962,3.5,28.125
1617,ML1,1963,3.0,27.5
1618,ML1,1964,4.0,27.63157894736842
1619,ML1,1965,3.0,28.428571428571427
1620,ML2,1878,3.0,24.666666666666668
1621,ML3,1891,2.0,22.4
1622,ML4,1970,4.0,28.473684210526315
1623,ML4,1971,3.0,27.466666666666665
1624,ML4,1972,3.0,26.571428571428573
1625,ML4,1973,3.0,26.5625
1626,ML4,1974,3.0,25.5
1627,ML4,1975,4.0,25.533333333333335
1628,ML4,1976,3.0,26.764705882352942
1629,ML4,1977,4.0,24.923076923076923
1630,ML4,1978,3.0,25.384615384615383
1631,ML4,1979,3.0,27.823529411764707
1632,ML4,1980,3.0,27.333333333333332
1633,ML4,1981,4.0,28.375
1634,ML4,1982,4.0,30.2
1635,ML4,1983,4.0,29.6875
1636,ML4,1984,3.5,30.833333333333332
1637,ML4,1985,4.0,30.470588235294116
1638,ML4,1986,4.0,27.941176470588236
1639,ML4,1987,4.0,27.705882352941178
1640,ML4,1988,3.0,28.428571428571427
1641,ML4,1989,3.0,29.2
1642,ML4,1990,4.0,28.40909090909091
1643,ML4,1991,4.0,28.19047619047619
1644,ML4,1992,3.0,28.6
1645,ML4,1993,4.0,28.38888888888889
1646,ML4,1994,4.0,28.8
1647,ML4,1995,4.0,28.136363636363637
1648,ML4,1996,5.0,28.041666666666668
1649,ML4,1997,4.0,28.61904761904762
1650,MLA,1901,4.0,26.5
1651,MLU,1884,2.0,27.666666666666668
1652,MON,1969,4.0,28.055555555555557
1653,MON,1970,5.0,27.705882352941178
1654,MON,1971,4.0,28.333333333333332
1655,MON,1972,3.0,26.333333333333332
1656,MON,1973,4.0,26.666666666666668
1657,MON,1974,3.0,26.071428571428573
1658,MON,1975,3.0,27.285714285714285
1659,MON,1976,4.0,26.68421052631579
1660,MON,1977,4.0,26.11764705882353
1661,MON,1978,3.0,27.88888888888889
1662,MON,1979,2.0,28.214285714285715
1663,MON,1980,3.0,29.8125
1664,MON,1981,3.0,29.733333333333334
1665,MON,1982,3.0,29.0
1666,MON,1983,3.0,28.8
1667,MON,1984,2.5,27.8125
1668,MON,1985,3.0,28.6
1669,MON,1986,3.0,28.7
1670,MON,1987,4.0,29.333333333333332
1671,MON,1988,3.0,28.41176470588235
1672,MON,1989,4.0,29.5
1673,MON,1990,2.5,28.333333333333332
1674,MON,1991,4.0,28.94736842105263
1675,MON,1992,3.0,27.523809523809526
1676,MON,1993,3.0,27.272727272727273
1677,MON,1994,3.0,26.3125
1678,MON,1995,4.0,28.047619047619047
1679,MON,1996,3.0,27.72222222222222
1680,MON,1997,5.0,26.857142857142858
1681,MON,1998,4.0,26.57894736842105
1682,MON,1999,4.0,26.61904761904762
1683,MON,2000,6.0,26.62962962962963
1684,MON,2001,4.0,28.695652173913043
1685,MON,2002,3.5,28.45
1686,MON,2003,4.0,27.16
1687,MON,2004,4.0,26.772727272727273
1688,NEW,1915,2.5,27.833333333333332
1689,NH1,1875,3.0,22.5
1690,NY1,1883,2.0,25.8
1691,NY1,1884,3.0,25.0
1692,NY1,1885,2.0,25.6
1693,NY1,1886,3.5,24.75
1694,NY1,1887,3.5,24.0
1695,NY1,1888,2.0,26.714285714285715
1696,NY1,1889,3.0,29.625
1697,NY1,1890,2.0,24.166666666666668
1698,NY1,1891,3.0,25.272727272727273
1699,NY1,1892,3.0,26.2
1700,NY1,1893,6.5,25.25
1701,NY1,1894,4.0,25.8
1702,NY1,1895,5.0,26.0
1703,NY1,1896,5.0,26.083333333333332
1704,NY1,1897,3.0,27.285714285714285
1705,NY1,1898,3.0,27.428571428571427
1706,NY1,1899,4.0,26.272727272727273
1707,NY1,1900,3.0,27.11111111111111
1708,NY1,1901,5.0,27.263157894736842
